IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
17860	Bulgaria	7	Durankulak	614	Grave	643	24	B1112	Bracelet, complete, wide	right upper arm	8.8	11.4	4.5	7.6			43.7	28.516667
17861	Bulgaria	7	Durankulak	615	Grave	647	24	B1112	Bracelet, complete, wide		6.9	8.6	3.6	5.8			43.7	28.516667
17862	Bulgaria	7	Durankulak	615	Grave	647	24	B1112	Bracelet, complete, wide		7.4	9.8	3.2	5.1			43.7	28.516667
17881	Bulgaria	7	Durankulak	616	Grave	658	132	B373	Bead, around the head, elongated	head	0.8	1.5					43.7	28.516667
17882	Bulgaria	7	Durankulak	616	Grave	658	132	B373	Bead, around the head, elongated	head	0.8	3.5					43.7	28.516667
17883	Bulgaria	7	Durankulak	616	Grave	658	132	B373	Bead, around the head, elongated	head	0.6	1.4					43.7	28.516667
17884	Bulgaria	7	Durankulak	617	Grave	658A	97	B31	Bead, without context								43.7	28.516667
17885	Bulgaria	7	Durankulak	617	Grave	658A	97	B31	Bead, without context								43.7	28.516667
17886	Bulgaria	7	Durankulak	617	Grave	658A	97	B31	Bead, without context								43.7	28.516667
17889	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.7	2.1					43.7	28.516667
17890	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.7	2					43.7	28.516667
17891	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.6	2					43.7	28.516667
17892	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.6	2					43.7	28.516667
17893	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.6	1.9					43.7	28.516667
17894	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.8	1.8					43.7	28.516667
17895	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.7	1.8					43.7	28.516667
17896	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.6	1.4					43.7	28.516667
17897	Bulgaria	7	Durankulak	618	Grave	793	132	B373	Bead, around the head, elongated	head	0.7	2					43.7	28.516667
17899	Bulgaria	7	Durankulak	618	Grave	793	24	B1112	Bracelet, complete, wide	left upper arm	9	10.4	3	8			43.7	28.516667
17900	Bulgaria	7	Durankulak	618	Grave	793	30	B1123	Bracelet, fragmented, elongated or wide	right upper arm	3.7	10.8	3.7	8.1			43.7	28.516667
1594	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1595	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1596	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1597	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1598	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1599	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1600	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1601	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1602	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1603	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1604	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1605	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1606	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1607	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1608	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1609	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1610	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1611	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1612	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1613	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1614	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1615	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1616	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1617	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1618	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1619	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1620	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1621	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1622	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1623	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1624	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1625	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1626	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1627	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1628	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1629	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1630	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1631	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1632	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1633	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1634	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1635	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1636	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1637	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1638	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1639	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1640	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1641	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1642	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1643	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1644	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1645	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1646	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1647	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1648	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1649	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1650	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1651	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1652	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1653	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1654	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1655	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1656	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1657	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1658	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1659	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1660	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1661	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1662	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1663	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1664	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1665	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1666	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1667	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1668	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1669	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1670	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1671	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1672	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1673	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1674	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1675	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1676	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1677	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1678	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1679	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1680	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1681	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1682	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1683	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1684	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1685	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1686	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1687	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1688	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1689	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1690	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1691	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1692	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1693	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1694	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1695	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1696	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1697	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1698	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1699	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1700	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1701	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1702	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1703	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1704	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1705	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1706	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1707	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1708	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1709	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1710	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1711	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1712	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1713	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1714	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1715	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1716	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1717	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1718	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1719	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1720	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1721	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1722	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1723	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1724	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1725	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1726	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1727	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1728	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1729	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1730	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1731	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1732	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1733	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1734	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1735	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1736	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1737	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1738	Bulgaria	374	Gălăbnik	54	Layer	VII	124	B353	Bead, chain, elongated								42.401874	23.07832
1316	Bulgaria	160	Golemata Peštera	50	undetermined	undetermined	26	B112	Bracelet, fragmented								43.116942	25.607742
24729	Bulgaria	232	Gradešnica, Malo Pole	661	undetermined	undetermined	26	B112	Bracelet, fragmented								43.483333	23.483333
1768	Bulgaria	228	Karanovo	59	undetermined	without stratification	28	B1121	Bracelet, fragmented, narrow								42.511389	25.915
2104	Bulgaria	408	Sofia-Slatina	83	Layer	2	100	B313	Bead, without context, elongated								42.682369	23.374612
15891	Croatia	498	Barice	493	Pit	undetermined	60	B725	Miniature axe		2	3.6	1.3			Identified as a model of a miniature axe.	44.029643	15.615632
15892	Croatia	498	Barice	493	Pit	undetermined	100	B313	Bead, without context, elongated			4					44.029643	15.615632
15893	Croatia	498	Barice	493	Pit	undetermined	208	B51	Shell			1.2					44.029643	15.615632
15895	Croatia	498	Barice	493	Pit	undetermined	26	B112	Bracelet, fragmented								44.029643	15.615632
15896	Croatia	498	Barice	493	Pit	undetermined	26	B112	Bracelet, fragmented								44.029643	15.615632
15897	Croatia	498	Barice	493	Pit	undetermined	26	B112	Bracelet, fragmented								44.029643	15.615632
15898	Croatia	498	Barice	493	Pit	undetermined	227	B711	Idol, spoon-shaped								44.029643	15.615632
15899	Croatia	498	Barice	493	Pit	undetermined	177	B4231	Pendant, fragmented, disc-shaped, single pierced								44.029643	15.615632
15900	Croatia	498	Barice	493	Pit	undetermined	172	B4171	Pendant, complete, atypical, single pierced								44.029643	15.615632
15997	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced			11.3					43.726782	16.113579
15998	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced			10.6					43.726782	16.113579
15999	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16000	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16001	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16002	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16003	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16004	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16005	Croatia	244	Danilo	508	undetermined	undetermined	211	B513	Shell, pierced								43.726782	16.113579
16006	Croatia	244	Danilo	508	undetermined	undetermined	26	B112	Bracelet, fragmented								43.726782	16.113579
